;static__Diagnose_B;static__Diagnose_C;static__Diagnose_D;static__Diagnose_E;static__Diagnose_G;static__Diagnose_H;static__Diagnose_K;static__Diagnose_N;static__Diagnose_Q;static__Diagnose_R;static__Diagnose_S;static__Diagnose_other;static__DiagnosticArtAstrup_False;static__DiagnosticArtAstrup_True;static__DiagnosticArtAstrup_other;static__DiagnosticBlood_False;static__DiagnosticBlood_True;static__DiagnosticBlood_other;static__DiagnosticECG_False;static__DiagnosticECG_True;static__DiagnosticECG_other;static__DiagnosticIC_False;static__DiagnosticIC_True;static__DiagnosticIC_other;static__DiagnosticLacticAcid_False;static__DiagnosticLacticAcid_True;static__DiagnosticLacticAcid_other;static__DiagnosticLiquor_False;static__DiagnosticLiquor_other;static__DiagnosticOther_False;static__DiagnosticOther_other;static__DiagnosticSputum_False;static__DiagnosticSputum_True;static__DiagnosticSputum_other;static__DiagnosticUrinaryCulture_False;static__DiagnosticUrinaryCulture_True;static__DiagnosticUrinaryCulture_other;static__DiagnosticUrinarySediment_False;static__DiagnosticUrinarySediment_True;static__DiagnosticUrinarySediment_other;static__DiagnosticXthorax_False;static__DiagnosticXthorax_True;static__DiagnosticXthorax_other;static__DisfuncOrg_False;static__DisfuncOrg_True;static__DisfuncOrg_other;static__Hypotensie_False;static__Hypotensie_True;static__Hypotensie_other;static__Hypoxie_False;static__Hypoxie_True;static__Hypoxie_other;static__InfectionSuspected_False;static__InfectionSuspected_True;static__InfectionSuspected_other;static__Infusion_False;static__Infusion_True;static__Infusion_other;static__Oligurie_False;static__Oligurie_True;static__Oligurie_other;static__SIRSCritHeartRate_False;static__SIRSCritHeartRate_True;static__SIRSCritHeartRate_other;static__SIRSCritLeucos_False;static__SIRSCritLeucos_True;static__SIRSCritLeucos_other;static__SIRSCritTachypnea_False;static__SIRSCritTachypnea_True;static__SIRSCritTachypnea_other;static__SIRSCritTemperature_False;static__SIRSCritTemperature_True;static__SIRSCritTemperature_other;static__SIRSCriteria2OrMore_False;static__SIRSCriteria2OrMore_True;static__SIRSCriteria2OrMore_other;index__concept:name_0_CRP;index__concept:name_0_ER Registration;index__concept:name_0_ER Sepsis Triage;index__concept:name_0_ER Triage;index__concept:name_0_IV Liquid;index__concept:name_0_Leucocytes;index__concept:name_1_CRP;index__concept:name_1_ER Registration;index__concept:name_1_ER Sepsis Triage;index__concept:name_1_ER Triage;index__concept:name_1_IV Antibiotics;index__concept:name_1_IV Liquid;index__concept:name_1_LacticAcid;index__concept:name_1_Leucocytes;index__concept:name_2_CRP;index__concept:name_2_ER Registration;index__concept:name_2_ER Sepsis Triage;index__concept:name_2_ER Triage;index__concept:name_2_IV Antibiotics;index__concept:name_2_IV Liquid;index__concept:name_2_LacticAcid;index__concept:name_2_Leucocytes;index__concept:name_3_CRP;index__concept:name_3_ER Registration;index__concept:name_3_ER Sepsis Triage;index__concept:name_3_ER Triage;index__concept:name_3_IV Antibiotics;index__concept:name_3_IV Liquid;index__concept:name_3_LacticAcid;index__concept:name_3_Leucocytes;index__concept:name_4_Admission NC;index__concept:name_4_CRP;index__concept:name_4_ER Sepsis Triage;index__concept:name_4_ER Triage;index__concept:name_4_IV Antibiotics;index__concept:name_4_IV Liquid;index__concept:name_4_LacticAcid;index__concept:name_4_Leucocytes;index__concept:name_5_Admission NC;index__concept:name_5_CRP;index__concept:name_5_ER Sepsis Triage;index__concept:name_5_ER Triage;index__concept:name_5_IV Antibiotics;index__concept:name_5_IV Liquid;index__concept:name_5_LacticAcid;index__concept:name_5_Leucocytes;index__concept:name_5_Release A;index__org:group_0_A;index__org:group_0_B;index__org:group_0_C;index__org:group_0_L;index__org:group_1_A;index__org:group_1_B;index__org:group_1_C;index__org:group_1_L;index__org:group_2_A;index__org:group_2_B;index__org:group_2_C;index__org:group_2_L;index__org:group_3_A;index__org:group_3_B;index__org:group_3_C;index__org:group_3_L;index__org:group_4_A;index__org:group_4_B;index__org:group_4_C;index__org:group_4_F;index__org:group_4_H;index__org:group_4_L;index__org:group_4_S;index__org:group_4_T;index__org:group_4_V;index__org:group_5_A;index__org:group_5_B;index__org:group_5_C;index__org:group_5_D;index__org:group_5_E;index__org:group_5_F;index__org:group_5_G;index__org:group_5_H;index__org:group_5_J;index__org:group_5_K;index__org:group_5_L;index__org:group_5_M;index__org:group_5_O;index__org:group_5_Q;index__org:group_5_R;index__org:group_5_S;index__org:group_5_T;index__org:group_5_U;index__org:group_5_V;encoded_label
index__concept:name_3_ER Registration;-0.017;-0.024;-0.009;-0.015;-0.012;-0.013;-0.009;-0.006;0.191;-0.008;-0.006;0.012;-0.071;-0.032;0.21;-0.019;-0.109;0.21;-0.024;-0.092;0.21;-0.017;-0.118;0.21;-0.021;-0.103;0.21;-0.198;0.198;-0.2;0.2;-0.169;-0.009;0.21;-0.047;-0.049;0.21;-0.044;-0.054;0.21;-0.022;-0.097;0.21;-0.139;-0.013;0.21;-0.142;-0.013;0.21;-0.18;-0.007;0.21;-0.017;-0.118;0.21;-0.021;-0.104;0.21;-0.171;-0.008;0.21;-0.022;-0.099;0.21;-0.151;-0.011;0.21;-0.037;-0.063;0.21;-0.022;-0.1;0.21;-0.017;-0.119;0.21;0.161;-0.21;0.314;-0.004;-0.006;-0.004;-0.01;-0.009;-0.005;-0.132;0.707;-0.009;0.707;-0.007;-0.018;-0.007;-0.092;-0.013;-0.003;0.264;-0.01;0.351;-0.057;1.0;-0.011;-0.009;-0.01;-0.025;-0.016;-0.013;-0.005;-0.022;-0.01;0.253;-0.017;-0.007;-0.049;-0.023;-0.013;0.057;0.06;-0.002;-0.006;-0.009;-0.021;-0.05;-0.003;-0.08;0.144;-0.004;-0.011;0.088;0.094;-0.132;-0.002;-0.031;0.051;-0.013;-0.01;0.088;-0.078;-0.009;-0.007;-0.021;-0.101;0.253;-0.003;-0.002;-0.005;-0.002;-0.002;-0.003;0.048;-0.032;-0.002;-0.003;-0.003;-0.006;-0.005;-0.003;-0.004;-0.002;-0.005;-0.003;-0.003;-0.003;-0.005;-0.003;-0.003;-0.002;-0.003;-0.02
index__concept:name_3_ER Sepsis Triage;-0.03;0.076;-0.037;-0.017;0.094;-0.03;-0.036;0.031;-0.028;-0.035;-0.027;-0.016;-0.111;-0.095;0.416;-0.062;-0.196;0.416;-0.1;-0.135;0.416;-0.073;-0.201;0.416;-0.087;-0.164;0.416;-0.389;0.389;-0.394;0.394;-0.324;-0.036;0.416;-0.136;-0.056;0.416;-0.132;-0.061;0.416;-0.077;-0.164;0.416;-0.332;0.049;0.416;-0.32;0.027;0.416;-0.374;0.018;0.416;-0.073;-0.201;0.416;-0.087;-0.165;0.416;-0.328;-0.035;0.416;-0.074;-0.169;0.416;-0.281;-0.048;0.416;-0.06;-0.137;0.416;-0.091;-0.155;0.416;-0.071;-0.205;0.416;0.008;-0.416;-0.017;-0.016;0.585;0.336;-0.043;0.58;-0.021;-0.519;-0.008;0.546;-0.008;-0.031;-0.074;-0.031;-0.386;0.819;-0.011;0.113;-0.041;-0.016;-0.238;-0.011;1.0;-0.036;-0.04;-0.105;-0.068;-0.054;-0.022;0.259;-0.041;-0.043;0.164;0.102;-0.207;-0.095;-0.056;0.183;-0.079;-0.008;0.027;-0.039;0.232;-0.199;-0.013;-0.055;0.153;-0.016;-0.046;0.748;-0.055;-0.519;-0.008;-0.351;-0.089;0.819;-0.043;0.369;-0.329;-0.036;-0.029;0.164;-0.112;-0.043;-0.011;-0.008;-0.021;-0.008;-0.008;-0.013;-0.076;0.104;-0.008;-0.011;-0.013;-0.025;-0.022;-0.011;-0.016;-0.008;-0.019;-0.013;-0.011;-0.013;-0.019;-0.011;-0.011;-0.008;-0.011;0.049
index__concept:name_3_ER Triage;-0.056;-0.06;-0.029;-0.02;-0.039;-0.011;0.07;-0.019;-0.022;-0.027;-0.021;0.128;-0.198;-0.054;0.515;-0.039;-0.275;0.515;-0.057;-0.228;0.515;-0.057;-0.277;0.515;-0.045;-0.259;0.515;-0.484;0.484;-0.49;0.49;-0.412;-0.028;0.515;-0.091;-0.146;0.515;-0.062;-0.176;0.515;-0.073;-0.222;0.515;-0.359;-0.01;0.515;-0.366;-0.008;0.515;-0.44;-0.023;0.515;-0.057;-0.277;0.515;-0.067;-0.24;0.515;-0.415;-0.027;0.515;-0.071;-0.227;0.515;-0.39;0.001;0.515;-0.103;-0.142;0.515;-0.027;-0.268;0.515;-0.056;-0.281;0.515;0.818;-0.515;-0.014;-0.012;-0.021;-0.012;0.09;-0.03;0.152;-0.433;-0.006;-0.028;-0.006;0.87;-0.058;0.87;-0.301;-0.041;0.305;-0.016;-0.032;0.321;-0.186;-0.009;-0.036;1.0;-0.031;-0.082;-0.053;-0.042;-0.017;-0.005;0.748;-0.034;-0.055;-0.024;-0.161;-0.074;0.056;0.056;-0.062;-0.006;0.249;0.199;0.021;-0.165;-0.01;-0.457;0.737;-0.012;0.003;0.018;0.59;-0.433;-0.006;0.02;-0.002;-0.041;0.009;-0.098;-0.256;1.0;-0.023;0.294;-0.273;-0.034;-0.009;-0.006;0.152;-0.006;-0.006;-0.01;0.08;-0.133;-0.006;-0.009;-0.01;-0.019;0.061;-0.009;-0.012;-0.006;0.166;-0.01;0.148;-0.01;-0.015;0.148;-0.009;-0.006;-0.009;0.055
index__concept:name_3_IV Antibiotics;0.032;0.095;-0.032;-0.003;-0.043;-0.019;-0.031;-0.022;0.087;-0.031;-0.024;-0.046;0.029;-0.008;-0.046;-0.048;0.069;-0.046;-0.068;0.087;-0.046;-0.063;0.081;-0.046;-0.055;0.074;-0.046;0.048;-0.048;0.048;-0.048;0.004;0.057;-0.046;-0.029;0.05;-0.046;-0.043;0.063;-0.046;-0.062;0.081;-0.046;0.046;-0.019;-0.046;0.045;-0.016;-0.046;0.026;0.028;-0.046;-0.063;0.081;-0.046;-0.013;0.038;-0.046;0.03;0.015;-0.046;-0.06;0.079;-0.046;0.016;0.027;-0.046;-0.027;0.048;-0.046;-0.079;0.096;-0.046;-0.062;0.08;-0.046;-0.029;0.046;-0.015;-0.014;-0.024;-0.014;-0.038;-0.034;0.134;-0.013;-0.007;0.057;-0.007;-0.027;-0.065;-0.027;0.07;-0.015;-0.01;0.058;-0.036;-0.014;-0.207;-0.01;-0.04;-0.031;1.0;-0.091;-0.059;-0.047;-0.019;0.16;-0.036;0.074;-0.062;0.527;-0.18;-0.083;-0.048;0.231;-0.069;-0.007;-0.023;-0.034;0.125;-0.155;-0.012;0.001;-0.032;-0.014;0.03;0.036;-0.048;-0.013;0.193;0.072;-0.078;-0.015;0.001;0.288;-0.286;-0.031;0.082;0.148;-0.156;0.074;-0.01;-0.007;-0.018;-0.007;-0.007;-0.012;-0.081;0.104;-0.007;-0.01;-0.012;-0.022;-0.019;-0.01;-0.014;-0.007;-0.017;-0.012;-0.01;-0.012;-0.017;-0.01;-0.01;-0.007;-0.01;-0.029
index__concept:name_3_IV Liquid;0.056;-0.08;-0.024;-0.011;0.023;0.022;0.02;0.003;0.064;0.087;-0.008;-0.029;0.004;0.027;-0.061;-0.153;0.167;-0.061;-0.132;0.152;-0.061;-0.154;0.166;-0.061;-0.168;0.182;-0.061;0.071;-0.071;0.041;-0.041;0.075;-0.041;-0.061;-0.111;0.139;-0.061;-0.093;0.12;-0.061;-0.131;0.151;-0.061;0.096;-0.071;-0.061;0.05;-0.009;-0.061;0.087;-0.066;-0.061;-0.143;0.157;-0.061;-0.196;0.206;-0.061;0.061;-0.017;-0.061;-0.097;0.12;-0.061;0.045;0.002;-0.061;-0.082;0.108;-0.061;-0.114;0.135;-0.061;-0.15;0.163;-0.061;-0.075;0.061;0.043;0.057;-0.061;-0.035;-0.098;-0.011;0.023;0.129;-0.018;-0.082;-0.018;-0.071;-0.168;-0.071;0.24;-0.063;-0.025;-0.047;-0.093;-0.035;-0.539;-0.025;-0.105;-0.082;-0.091;1.0;-0.154;-0.121;-0.05;0.554;-0.093;-0.098;0.554;-0.071;-0.468;-0.215;-0.126;0.449;-0.179;-0.018;-0.059;-0.087;0.536;-0.451;-0.03;-0.031;-0.084;0.057;0.088;-0.052;-0.124;0.129;-0.018;0.151;-0.202;-0.063;0.112;0.743;-0.744;-0.082;0.231;0.355;-0.281;-0.098;-0.025;-0.018;0.127;-0.018;-0.018;-0.03;-0.211;0.269;-0.018;-0.025;-0.03;-0.056;-0.05;-0.025;-0.035;-0.018;-0.043;-0.03;-0.025;-0.03;-0.043;-0.025;-0.025;-0.018;-0.025;0.04
index__concept:name_3_LacticAcid;0.073;-0.024;0.027;0.022;-0.011;-0.027;-0.025;0.004;-0.042;0.062;-0.003;-0.03;-0.028;0.069;-0.077;-0.037;0.078;-0.077;-0.041;0.079;-0.077;-0.048;0.088;-0.077;-0.05;0.088;-0.077;0.063;-0.063;0.081;-0.081;0.046;0.03;-0.077;0.025;0.011;-0.077;0.023;0.012;-0.077;-0.052;0.089;-0.077;0.046;0.012;-0.077;0.086;-0.04;-0.077;0.055;0.024;-0.077;-0.018;0.063;-0.077;-0.036;0.076;-0.077;0.045;0.033;-0.077;-0.022;0.063;-0.077;0.048;0.015;-0.077;-0.074;0.108;-0.077;0.029;0.018;-0.077;-0.029;0.073;-0.077;-0.049;0.077;-0.026;-0.023;-0.04;-0.023;-0.064;-0.057;-0.03;0.123;-0.011;-0.053;-0.011;-0.046;0.916;-0.046;-0.568;-0.078;-0.016;-0.03;-0.06;-0.023;-0.351;-0.016;-0.068;-0.053;-0.059;-0.154;1.0;-0.079;-0.032;-0.135;-0.06;-0.064;-0.104;-0.046;-0.305;0.718;-0.044;-0.121;0.761;-0.011;-0.038;0.073;-0.132;-0.311;-0.02;0.075;-0.054;-0.023;-0.046;-0.085;-0.081;0.123;-0.011;-0.56;0.762;-0.078;-0.063;-0.185;0.207;-0.053;-0.043;-0.13;0.16;-0.064;-0.016;-0.011;-0.03;-0.011;-0.011;-0.02;0.692;-0.572;-0.011;-0.016;-0.02;0.043;-0.032;-0.016;-0.023;-0.011;0.023;-0.02;-0.016;-0.02;-0.028;-0.016;-0.016;-0.011;-0.016;-0.041
index__concept:name_3_Leucocytes;-0.029;-0.048;-0.043;0.048;-0.032;-0.02;0.026;0.02;0.053;-0.041;0.058;0.04;-0.018;0.037;-0.037;0.125;-0.085;-0.037;0.115;-0.084;-0.037;0.153;-0.104;-0.037;0.154;-0.114;-0.037;0.042;-0.042;0.041;-0.041;0.055;-0.042;-0.037;0.092;-0.075;-0.037;0.091;-0.073;-0.037;0.103;-0.071;-0.037;0.006;0.027;-0.037;0.038;-0.015;-0.037;0.028;0.007;-0.037;0.135;-0.089;-0.037;0.14;-0.101;-0.037;0.034;-0.006;-0.037;0.124;-0.089;-0.037;0.03;-0.003;-0.037;0.056;-0.037;-0.037;0.172;-0.131;-0.037;0.14;-0.092;-0.037;-0.039;0.037;-0.02;0.059;-0.031;-0.018;0.722;-0.045;-0.024;-0.348;-0.009;-0.042;-0.009;-0.036;0.129;-0.036;-0.369;-0.062;-0.013;-0.024;0.765;-0.018;-0.276;-0.013;-0.054;-0.042;-0.047;-0.121;-0.079;1.0;0.357;-0.106;0.223;0.665;-0.082;0.002;-0.218;-0.095;0.027;-0.095;0.386;0.145;0.017;0.083;-0.104;-0.212;0.251;-0.01;-0.043;0.059;0.027;-0.067;0.561;-0.348;-0.009;-0.364;0.507;-0.062;-0.049;-0.146;0.163;-0.042;-0.034;0.055;-0.453;0.665;0.096;0.145;-0.024;0.145;0.145;0.251;0.362;-0.412;0.145;-0.013;0.251;0.02;-0.026;-0.013;-0.018;-0.009;0.167;-0.016;-0.013;-0.016;0.041;-0.013;0.096;-0.009;0.096;-0.03
index__concept:name_4_Admission NC;-0.034;-0.049;-0.018;-0.03;-0.024;-0.027;-0.017;-0.012;0.086;-0.017;0.09;0.076;0.074;-0.065;-0.025;0.273;-0.219;-0.025;0.22;-0.185;-0.025;0.303;-0.236;-0.025;0.254;-0.207;-0.025;0.026;-0.026;0.026;-0.026;0.031;-0.017;-0.025;0.111;-0.099;-0.025;0.12;-0.108;-0.025;0.235;-0.195;-0.025;0.038;-0.026;-0.025;0.037;-0.026;-0.025;0.029;-0.014;-0.025;0.261;-0.201;-0.025;0.255;-0.208;-0.025;0.031;-0.017;-0.025;0.241;-0.199;-0.025;0.035;-0.023;-0.025;0.143;-0.127;-0.025;0.242;-0.2;-0.025;0.267;-0.204;-0.025;-0.016;0.025;-0.008;-0.007;-0.013;-0.007;-0.021;-0.018;-0.01;0.04;-0.004;-0.017;-0.004;-0.015;0.006;-0.015;0.027;-0.025;-0.005;-0.01;-0.02;-0.007;-0.088;-0.005;-0.022;-0.017;-0.019;-0.05;-0.032;0.357;1.0;-0.044;-0.02;-0.021;-0.034;-0.015;-0.099;-0.045;0.026;-0.039;0.002;-0.004;-0.012;-0.018;-0.043;-0.024;0.61;0.03;-0.018;-0.007;-0.022;-0.028;-0.026;0.04;-0.004;0.028;-0.006;-0.025;-0.02;-0.06;0.067;-0.017;-0.014;-0.042;-0.203;-0.021;0.498;0.352;-0.01;0.352;0.352;0.61;-0.01;-0.095;-0.004;-0.005;0.61;-0.012;-0.011;-0.005;-0.007;-0.004;-0.009;-0.006;-0.005;-0.006;0.137;-0.005;-0.005;-0.004;-0.005;-0.039
index__concept:name_4_CRP;0.036;0.01;-0.03;-0.047;0.049;0.007;-0.027;-0.017;0.056;0.044;-0.054;-0.022;0.004;-0.04;0.069;-0.16;0.096;0.069;-0.142;0.091;0.069;-0.144;0.077;0.069;-0.152;0.093;0.069;-0.054;0.054;-0.087;0.087;-0.041;-0.027;0.069;-0.119;0.087;0.069;-0.122;0.088;0.069;-0.137;0.083;0.069;-0.023;-0.035;0.069;-0.051;0.001;0.069;-0.045;-0.031;0.069;-0.121;0.057;0.069;-0.14;0.082;0.069;-0.044;-0.024;0.069;-0.101;0.051;0.069;-0.058;0.008;0.069;-0.053;0.019;0.069;-0.14;0.085;0.069;-0.129;0.063;0.069;-0.042;-0.069;-0.034;-0.031;0.179;0.069;-0.086;0.131;0.111;-0.082;-0.015;0.106;-0.015;-0.037;-0.147;-0.037;0.025;0.206;0.12;0.035;-0.081;-0.031;-0.472;-0.022;0.259;-0.005;0.16;0.554;-0.135;-0.106;-0.044;1.0;-0.081;-0.086;-0.14;-0.062;-0.41;-0.188;-0.11;-0.163;-0.157;-0.015;-0.021;-0.077;0.944;-0.368;-0.027;-0.037;-0.008;-0.031;0.066;0.187;-0.094;-0.082;0.085;0.005;-0.177;0.206;0.067;0.631;-0.652;-0.005;0.185;-0.175;0.215;-0.086;-0.022;-0.015;-0.041;-0.015;-0.015;-0.027;-0.175;0.227;-0.015;-0.022;-0.027;-0.049;-0.044;-0.022;-0.031;-0.015;-0.038;-0.027;-0.022;-0.027;-0.038;-0.022;-0.022;-0.015;-0.022;0.03
index__concept:name_4_ER Sepsis Triage;-0.064;-0.091;-0.033;-0.005;-0.044;-0.05;0.055;-0.022;-0.025;-0.031;0.09;0.152;-0.13;-0.074;0.415;0.057;-0.297;0.415;0.022;-0.245;0.415;0.028;-0.285;0.415;0.065;-0.297;0.415;-0.389;0.389;-0.394;0.394;-0.326;-0.032;0.415;-0.035;-0.156;0.415;-0.034;-0.158;0.415;-0.006;-0.226;0.415;-0.302;0.009;0.415;-0.309;0.013;0.415;-0.351;-0.026;0.415;0.028;-0.285;0.415;0.025;-0.263;0.415;-0.329;-0.031;0.415;-0.003;-0.232;0.415;-0.331;0.025;0.415;-0.047;-0.15;0.415;0.057;-0.285;0.415;0.031;-0.289;0.415;0.671;-0.415;-0.015;-0.014;-0.024;-0.014;0.071;-0.034;-0.018;-0.304;-0.007;-0.032;-0.007;0.715;0.14;0.715;-0.343;-0.047;-0.01;-0.018;-0.036;0.281;-0.211;-0.01;-0.041;0.748;-0.036;-0.093;-0.06;0.223;-0.02;-0.081;1.0;-0.038;-0.063;-0.028;-0.184;-0.084;0.155;0.033;-0.07;-0.007;0.274;0.331;-0.059;-0.187;-0.012;-0.366;0.603;-0.014;-0.007;-0.051;0.482;-0.304;-0.007;-0.107;0.16;-0.047;-0.001;-0.111;-0.153;0.748;-0.026;0.424;-0.378;-0.038;-0.01;-0.007;0.13;-0.007;-0.007;-0.012;0.149;-0.245;-0.007;-0.01;-0.012;0.04;0.05;-0.01;-0.014;-0.007;0.144;-0.012;0.129;-0.012;0.063;0.129;0.129;-0.007;0.129;0.032
index__concept:name_4_ER Triage;-0.001;0.042;-0.035;0.039;-0.047;0.002;0.049;0.036;0.026;-0.033;-0.025;-0.037;-0.052;0.05;0.009;-0.076;0.059;0.009;-0.041;0.032;0.009;-0.046;0.032;0.009;-0.043;0.032;0.009;-0.003;0.003;-0.005;0.005;0.012;-0.034;0.009;0.002;-0.007;0.009;0.005;-0.009;0.009;-0.051;0.041;0.009;-0.03;0.031;0.009;0.009;-0.022;0.009;-0.02;0.023;0.009;-0.046;0.032;0.009;-0.042;0.032;0.009;-0.013;0.009;0.009;-0.011;0.005;0.009;0.024;-0.045;0.009;-0.031;0.025;0.009;-0.011;0.004;0.009;-0.044;0.031;0.009;0.013;-0.009;0.067;-0.015;-0.025;-0.015;0.827;-0.036;0.051;-0.521;0.179;0.049;0.179;-0.029;-0.07;-0.029;-0.33;-0.05;-0.01;0.122;0.874;0.079;-0.223;0.253;-0.043;-0.034;0.074;-0.098;-0.064;0.665;-0.021;-0.086;-0.038;1.0;-0.066;-0.029;-0.194;-0.089;-0.052;0.003;0.464;-0.007;-0.024;-0.036;-0.084;-0.198;-0.013;-0.041;0.006;-0.015;0.055;0.053;0.678;-0.521;-0.007;-0.294;0.41;-0.05;-0.04;-0.04;0.058;-0.034;-0.027;-0.083;-0.399;1.0;-0.01;-0.007;-0.019;-0.007;-0.007;-0.013;0.335;-0.301;-0.007;-0.01;-0.013;-0.023;-0.021;-0.01;-0.015;-0.007;0.211;-0.013;-0.01;-0.013;-0.018;-0.01;-0.01;-0.007;-0.01;-0.017
index__concept:name_4_IV Antibiotics;-0.009;-0.033;-0.03;0.031;0.024;0.022;0.026;0.04;0.025;0.029;0.029;-0.038;-0.057;0.023;0.073;-0.07;0.017;0.073;-0.085;0.037;0.073;-0.097;0.035;0.073;-0.108;0.052;0.073;-0.06;0.06;-0.062;0.062;-0.044;-0.028;0.073;-0.102;0.068;0.073;-0.067;0.033;0.073;-0.072;0.024;0.073;-0.029;-0.031;0.073;-0.047;-0.007;0.073;-0.041;-0.045;0.073;-0.111;0.047;0.073;-0.132;0.074;0.073;-0.046;-0.026;0.073;-0.079;0.029;0.073;-0.019;-0.052;0.073;-0.087;0.05;0.073;-0.054;0.007;0.073;-0.109;0.044;0.073;-0.051;-0.073;0.082;0.098;0.1;-0.024;-0.066;0.143;0.015;-0.081;-0.012;0.133;-0.012;-0.048;-0.114;-0.048;0.039;0.183;-0.017;-0.032;-0.063;-0.024;-0.364;-0.017;0.164;-0.055;-0.062;0.554;-0.104;-0.082;-0.034;-0.14;-0.063;-0.066;1.0;-0.048;-0.316;-0.145;-0.085;0.86;-0.121;-0.012;-0.04;-0.059;-0.137;-0.323;-0.021;-0.019;-0.056;0.098;0.036;0.191;-0.084;-0.081;-0.012;-0.009;-0.137;0.183;0.05;0.514;-0.503;-0.055;0.119;0.738;-0.652;-0.066;-0.017;-0.012;0.199;-0.012;-0.012;-0.021;-0.143;0.182;-0.012;-0.017;-0.021;-0.038;-0.034;-0.017;-0.024;-0.012;-0.029;-0.021;-0.017;-0.021;-0.029;-0.017;-0.017;-0.012;-0.017;0.017
index__concept:name_4_IV Liquid;0.102;0.0;-0.025;0.024;-0.034;-0.038;-0.024;-0.017;0.052;-0.024;-0.018;-0.023;-0.067;0.028;0.083;-0.027;-0.027;0.083;-0.068;0.016;0.083;-0.049;-0.011;0.083;-0.059;0.003;0.083;-0.075;0.075;-0.077;0.077;-0.088;0.031;0.083;-0.025;-0.013;0.083;-0.032;-0.007;0.083;-0.064;0.01;0.083;-0.059;0.0;0.083;-0.062;0.002;0.083;-0.098;0.048;0.083;-0.049;-0.011;0.083;-0.059;0.003;0.083;-0.089;0.033;0.083;-0.062;0.008;0.083;-0.101;0.054;0.083;-0.066;0.024;0.083;-0.062;0.007;0.083;-0.048;-0.013;0.083;0.038;-0.083;-0.012;-0.011;-0.018;0.243;0.018;0.131;-0.014;-0.052;-0.005;-0.024;-0.005;-0.021;-0.05;-0.021;-0.004;0.082;-0.007;-0.014;0.022;-0.011;-0.143;-0.007;0.102;-0.024;0.527;-0.071;-0.046;0.002;-0.015;-0.062;-0.028;-0.029;-0.048;1.0;-0.14;-0.064;-0.038;0.327;-0.054;0.248;-0.018;-0.026;-0.035;-0.143;-0.009;-0.059;0.139;-0.011;-0.031;0.07;0.001;-0.052;-0.005;-0.003;-0.035;0.082;-0.029;0.208;-0.183;-0.024;-0.02;0.355;-0.289;-0.029;-0.007;-0.005;-0.014;-0.005;-0.005;-0.009;-0.063;0.059;0.248;-0.007;-0.009;-0.017;-0.015;-0.007;-0.011;-0.005;-0.013;-0.009;-0.007;-0.009;-0.013;-0.007;-0.007;-0.005;-0.007;0.026
index__concept:name_4_LacticAcid;-0.03;0.089;0.069;0.021;0.003;0.037;0.015;0.004;-0.086;-0.059;-0.1;-0.046;0.065;0.033;-0.2;-0.1;0.206;-0.2;-0.026;0.132;-0.2;-0.094;0.204;-0.2;-0.097;0.2;-0.2;0.173;-0.173;0.191;-0.191;0.149;0.031;-0.2;0.031;0.061;-0.2;0.004;0.088;-0.2;-0.058;0.163;-0.2;0.095;0.064;-0.2;0.092;0.071;-0.2;0.153;0.044;-0.2;-0.128;0.233;-0.2;-0.071;0.178;-0.2;0.145;0.039;-0.2;-0.056;0.162;-0.2;0.12;0.046;-0.2;0.033;0.062;-0.2;-0.147;0.243;-0.2;-0.118;0.225;-0.2;-0.149;0.2;-0.013;-0.033;-0.121;-0.07;-0.194;-0.128;-0.065;0.31;-0.035;-0.097;-0.035;-0.14;-0.316;-0.14;0.462;-0.159;-0.049;-0.01;-0.184;-0.07;0.858;-0.049;-0.207;-0.161;-0.18;-0.468;-0.305;-0.218;-0.099;-0.41;-0.184;-0.194;-0.316;-0.14;1.0;-0.424;-0.248;-0.368;-0.339;-0.035;-0.116;-0.173;-0.399;0.969;-0.06;0.173;-0.165;-0.033;-0.08;-0.176;-0.246;0.31;-0.035;0.428;-0.385;-0.159;-0.054;-0.561;0.629;-0.161;-0.131;-0.395;0.486;-0.194;-0.049;-0.035;-0.092;-0.035;-0.035;-0.06;-0.404;0.52;-0.035;-0.049;-0.06;-0.11;-0.099;-0.049;-0.07;-0.035;-0.085;-0.06;-0.049;-0.06;-0.085;-0.049;-0.049;-0.035;-0.049;0.003
